2024-05-23 11:42:55,69978.9047
2024-05-23 11:50:10,69902.0701
2024-05-23 11:57:13,69954.478
2024-05-23 12:22:19,69853.2501
2024-05-23 12:46:08,69803.9234
2024-05-23 12:59:05,69316.0822
2024-05-23 13:16:59,69371.4009
2024-05-23 13:26:39,69329.2815
2024-05-23 13:33:59,69167.8487
2024-05-23 13:41:05,68753.6805
2024-05-23 13:48:21,68470.0546
2024-05-23 13:55:39,68082.639
2024-05-23 14:08:38,67910.3192
2024-05-23 14:25:01,68070.537
2024-05-23 14:32:58,67972.4465
2024-05-23 14:39:42,67995.004
2024-05-23 14:47:07,67769.7072
2024-05-23 14:53:56,67952.6695
2024-05-23 15:06:16,67972.0189
2024-05-23 15:23:12,68200.745
2024-05-23 15:30:05,68193.5348
2024-05-23 15:37:13,68233.3297
2024-05-23 15:44:21,68158.0877
2024-05-23 15:51:36,68018.9688
2024-05-23 15:58:29,68102.5165
2024-05-23 16:19:06,67931.0361
2024-05-23 16:34:21,68010.5115
2024-05-23 16:43:01,68130.5897
2024-05-23 16:50:09,67897.22
2024-05-23 16:57:17,67871.8955
2024-05-23 17:12:42,67986.3544
2024-05-23 17:28:08,68029.6177
